Symbol,Series,Record Date,Bc Start Date,Bc End Date,Ex Date,No Delivery Start Date,No Delivery End Date,Purpose,
ARSHIYA,BE,-,17/09/2010,24/09/2010,15/09/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.1/- PER SHARE,
ARSHIYA,BT,-,17/09/2010,24/09/2010,09/09/2010,09/09/2010,16/09/2010,ANNUAL GENERAL MEETING AND DIVIDEND RE.1/- PER SHARE,
ARSHIYA,EQ,-,17/09/2010,24/09/2010,15/09/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.1/- PER SHARE,
ARSSINFRA,BE,-,21/07/2010,26/07/2010,19/07/2010,-,-,ANNUAL GENERAL MEETING,
ARSSINFRA,BL,-,21/07/2010,26/07/2010,19/07/2010,-,-,ANNUAL GENERAL MEETING,
ARSSINFRA,EQ,-,21/07/2010,26/07/2010,19/07/2010,-,-,ANNUAL GENERAL MEETING,
ARSSINFRA,BT,-,21/07/2010,26/07/2010,14/07/2010,14/07/2010,20/07/2010,ANNUAL GENERAL MEETING,
ARSSINFRA,EQ,07/04/2010,-,-,06/04/2010,-,-,INT DIV-RS.2/- PER SHARE,
ARSSINFRA,BE,07/04/2010,-,-,06/04/2010,-,-,INT DIV-RS.2/- PER SHARE,
ARSSINFRA,BT,07/04/2010,-,-,29/03/2010,29/03/2010,06/04/2010,INT DIV-RS.2/- PER SHARE,
ARSSINFRA,BL,07/04/2010,-,-,06/04/2010,-,-,INT DIV-RS.2/- PER SHARE,
ARVIND,BL,-,20/09/2007,29/09/2007,18/09/2007,-,-,AGM,
ARVIND,BT,-,20/09/2007,29/09/2007,13/09/2007,13/09/2007,19/09/2007,AGM,
ARVIND,EQ,-,20/09/2007,29/09/2007,18/09/2007,-,-,AGM,
ARVIND,EQ,-,18/09/2006,30/09/2006,14/09/2006,-,-,AGM/DIVIDEND-10%,
ARVIND,EQ,-,21/09/2005,29/09/2005,19/09/2005,-,-,AGM/DIVIDEND-10%,
ARVIND,BT,-,18/09/2006,30/09/2006,14/09/2006,-,-,AGM/DIVIDEND-10%,
ARVIND,BL,-,18/09/2006,30/09/2006,14/09/2006,-,-,AGM/DIVIDEND-10%,
ARVIND,BT,-,21/09/2005,29/09/2005,19/09/2005,-,-,AGM/DIVIDEND-10%,
ARVIND,BT,-,14/09/2010,24/09/2010,06/09/2010,06/09/2010,13/09/2010,ANNUAL GENERAL MEETING,
ARVIND,BL,-,14/09/2010,24/09/2010,09/09/2010,-,-,ANNUAL GENERAL MEETING,
ARVIND,EQ,-,14/09/2010,24/09/2010,09/09/2010,-,-,ANNUAL GENERAL MEETING,
ARVIND,BE,-,14/09/2010,24/09/2010,09/09/2010,-,-,ANNUAL GENERAL MEETING,
ARVIND,BE,-,21/07/2008,31/07/2008,17/07/2008,-,-,ANNUAL GENERAL MEETING,
ARVIND,BT,-,21/07/2008,31/07/2008,14/07/2008,14/07/2008,18/07/2008,ANNUAL GENERAL MEETING,
ARVIND,BL,-,21/07/2008,31/07/2008,17/07/2008,-,-,ANNUAL GENERAL MEETING,
ARVIND,EQ,-,21/07/2008,31/07/2008,17/07/2008,-,-,ANNUAL GENERAL MEETING,
ARVIND,BE,-,14/09/2009,24/09/2009,10/09/2009,-,-,Annual General Meeting,
ARVIND,BT,-,14/09/2009,24/09/2009,07/09/2009,07/09/2009,11/09/2009,Annual General Meeting,
ARVIND,EQ,-,14/09/2009,24/09/2009,10/09/2009,-,-,Annual General Meeting,
ARVIND,BL,-,14/09/2009,24/09/2009,10/09/2009,-,-,Annual General Meeting,
ASAHIINDIA,BT,-,21/07/2007,25/07/2007,16/07/2007,16/07/2007,20/07/2007,AGM,
ASAHIINDIA,EQ,-,21/07/2007,25/07/2007,19/07/2007,-,-,AGM,
ASAHIINDIA,BL,-,21/07/2007,25/07/2007,19/07/2007,-,-,AGM,
ASAHIINDIA,BL,-,25/07/2006,28/07/2006,21/07/2006,-,-,AGM/DIV-RE.0.60/- PER SH,
ASAHIINDIA,BT,-,25/07/2006,28/07/2006,21/07/2006,-,-,AGM/DIV-RE.0.60/- PER SH,
ASAHIINDIA,EQ,-,25/07/2006,28/07/2006,21/07/2006,-,-,AGM/DIV-RE.0.60/- PER SH,
ASAHIINDIA,EQ,-,22/07/2005,26/07/2005,20/07/2005,-,-,AGM/DIVIDEND-150%,
ASAHIINDIA,BT,-,22/07/2005,26/07/2005,20/07/2005,-,-,AGM/DIVIDEND-150%,
ASAHIINDIA,BE,-,21/07/2001,27/07/2001,09/07/2001,09/07/2001,13/07/2001,AGM/DIVIDEND-55%,
ASAHIINDIA,EQ,-,24/07/2010,28/07/2010,22/07/2010,-,-,ANNUAL GENERAL MEETING,
ASAHIINDIA,BE,-,26/07/2008,30/07/2008,24/07/2008,-,-,ANNUAL GENERAL MEETING,
ASAHIINDIA,BT,-,26/07/2008,30/07/2008,21/07/2008,21/07/2008,25/07/2008,ANNUAL GENERAL MEETING,
ASAHIINDIA,BL,-,24/07/2010,28/07/2010,22/07/2010,-,-,ANNUAL GENERAL MEETING,
ASAHIINDIA,EQ,-,26/07/2008,30/07/2008,24/07/2008,-,-,ANNUAL GENERAL MEETING,
ASAHIINDIA,BE,-,24/07/2010,28/07/2010,22/07/2010,-,-,ANNUAL GENERAL MEETING,
ASAHIINDIA,BT,-,24/07/2010,28/07/2010,19/07/2010,19/07/2010,23/07/2010,ANNUAL GENERAL MEETING,
ASAHIINDIA,BL,-,26/07/2008,30/07/2008,24/07/2008,-,-,ANNUAL GENERAL MEETING,
ASAHIINDIA,BE,-,24/07/2009,28/07/2009,22/07/2009,-,-,Annual General Meeting,
ASAHIINDIA,BT,-,24/07/2009,28/07/2009,17/07/2009,17/07/2009,23/07/2009,Annual General Meeting,
ASAHIINDIA,BL,-,24/07/2009,28/07/2009,22/07/2009,-,-,Annual General Meeting,
ASAHIINDIA,EQ,-,24/07/2009,28/07/2009,22/07/2009,-,-,Annual General Meeting,
ASAHIINDIA,BL,24/03/2007,-,-,22/03/2007,-,-,INT DIV-RE.0.65 PER SHAREPURPOSE REVISED,
ASAHIINDIA,EQ,24/03/2007,-,-,22/03/2007,-,-,INT DIV-RE.0.65 PER SHAREPURPOSE REVISED,
ASAHIINDIA,BT,24/03/2007,-,-,16/03/2007,16/03/2007,23/03/2007,INT DIV-RE.0.65 PER SHAREPURPOSE REVISED,
ASAL,BE,-,31/05/2005,06/06/2005,27/05/2005,-,-,AGM/ DIVIDEND-12%,
ASAL,EQ,-,31/05/2005,06/06/2005,27/05/2005,-,-,AGM/ DIVIDEND-12%,
ASAL,BT,-,31/05/2005,06/06/2005,27/05/2005,-,-,AGM/ DIVIDEND-12%,
ASAL,EQ,-,11/07/2009,15/07/2009,09/07/2009,-,-,AGM/DIV-RS.0.50 PER SHARE,
ASAL,BL,-,11/07/2009,15/07/2009,09/07/2009,-,-,AGM/DIV-RS.0.50 PER SHARE,
ASAL,BE,-,11/07/2009,15/07/2009,09/07/2009,-,-,AGM/DIV-RS.0.50 PER SHARE,
ASAL,BT,-,11/07/2009,15/07/2009,06/07/2009,06/07/2009,10/07/2009,AGM/DIV-RS.0.50 PER SHARE,
ASAL,EQ,-,24/05/2006,30/05/2006,22/05/2006,-,-,AGM/DIVIDEND-12%,
ASAL,BL,-,24/05/2006,30/05/2006,22/05/2006,-,-,AGM/DIVIDEND-12%,
ASAL,BT,-,24/05/2006,30/05/2006,22/05/2006,-,-,AGM/DIVIDEND-12%,
ASAL,BT,-,21/06/2008,27/06/2008,16/06/2008,16/06/2008,20/06/2008,AGM/DIVIDEND-15%,
ASAL,BL,-,21/06/2008,27/06/2008,19/06/2008,-,-,AGM/DIVIDEND-15%,
ASAL,EQ,-,21/06/2008,27/06/2008,19/06/2008,-,-,AGM/DIVIDEND-15%,
ASAL,EQ,-,25/08/2007,28/08/2007,23/08/2007,-,-,AGM/DIVIDEND-15%,
ASAL,BT,-,25/08/2007,28/08/2007,17/08/2007,17/08/2007,24/08/2007,AGM/DIVIDEND-15%,
ASAL,BL,-,25/08/2007,28/08/2007,23/08/2007,-,-,AGM/DIVIDEND-15%,
ASAL,BE,-,21/06/2008,27/06/2008,19/06/2008,-,-,AGM/DIVIDEND-15%,
ASAL,BT,-,10/07/2010,16/07/2010,05/07/2010,05/07/2010,09/07/2010,ANNUAL GENERAL MEETING AND DIVIDEND RE.1.50 PER SHARE,
ASAL,BE,-,10/07/2010,16/07/2010,08/07/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.1.50 PER SHARE,
ASAL,BL,-,10/07/2010,16/07/2010,08/07/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.1.50 PER SHARE,
ASAL,EQ,-,10/07/2010,16/07/2010,08/07/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.1.50 PER SHARE,
ASAL,BL,-,07/05/2011,09/05/2011,05/05/2011,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.2/- PER SHARE,
ASAL,BT,-,07/05/2011,09/05/2011,02/05/2011,02/05/2011,06/05/2011,ANNUAL GENERAL MEETING AND DIVIDEND RS.2/- PER SHARE,
ASAL,EQ,-,07/05/2011,09/05/2011,05/05/2011,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.2/- PER SHARE,
ASAL,BE,-,07/05/2011,09/05/2011,05/05/2011,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.2/- PER SHARE,
ASAL,BE,10/06/2011,-,-,09/06/2011,-,-,RIGHTS 5:9 @ PREMIUM RS. 42 PER SHARE,
ASAL,BL,10/06/2011,-,-,09/06/2011,-,-,RIGHTS 5:9 @ PREMIUM RS. 42 PER SHARE,
ASAL,EQ,10/06/2011,-,-,09/06/2011,-,-,RIGHTS 5:9 @ PREMIUM RS. 42 PER SHARE,
ASAL,BT,10/06/2011,-,-,03/06/2011,03/06/2011,09/06/2011,RIGHTS 5:9 @ PREMIUM RS. 42 PER SHARE,
ASHAPURMIN,BT,-,03/08/2006,10/08/2006,01/08/2006,-,-,AGM/DIV-RS.1.50/- PER SH,
ASHAPURMIN,EQ,-,03/08/2006,10/08/2006,01/08/2006,-,-,AGM/DIV-RS.1.50/- PER SH,
ASHAPURMIN,BL,-,03/08/2006,10/08/2006,01/08/2006,-,-,AGM/DIV-RS.1.50/- PER SH,
ASHAPURMIN,BL,-,11/09/2007,18/09/2007,07/09/2007,-,-,AGM/DIV-RS.3/- PER SH,
ASHAPURMIN,EQ,-,11/09/2007,18/09/2007,07/09/2007,-,-,AGM/DIV-RS.3/- PER SH,
ASHAPURMIN,BT,-,11/09/2007,18/09/2007,04/09/2007,04/09/2007,10/09/2007,AGM/DIV-RS.3/- PER SH,
ASHAPURMIN,BL,-,17/09/2008,24/09/2008,15/09/2008,-,-,AGM/DIVIDEND - 80%,
ASHAPURMIN,EQ,-,17/09/2008,24/09/2008,15/09/2008,-,-,AGM/DIVIDEND - 80%,
ASHAPURMIN,BT,-,17/09/2008,24/09/2008,10/09/2008,10/09/2008,16/09/2008,AGM/DIVIDEND - 80%,
ASHAPURMIN,BE,-,17/09/2008,24/09/2008,15/09/2008,-,-,AGM/DIVIDEND - 80%,
ASHAPURMIN,BE,-,14/09/2001,21/09/2001,03/09/2001,03/09/2001,07/09/2001,AGM/DIVIDEND-25%,
ASHAPURMIN,EQ,-,02/09/2005,12/09/2005,31/08/2005,-,-,AGM/DIVIDEND-40%,
ASHAPURMIN,BT,-,02/09/2005,12/09/2005,31/08/2005,-,-,AGM/DIVIDEND-40%,
ASHAPURMIN,BT,-,17/09/2010,24/09/2010,09/09/2010,09/09/2010,16/09/2010,ANNUAL BOOK CLOSURE,
ASHAPURMIN,BE,-,17/09/2010,24/09/2010,15/09/2010,-,-,ANNUAL BOOK CLOSURE,
ASHAPURMIN,EQ,-,17/09/2010,24/09/2010,15/09/2010,-,-,ANNUAL BOOK CLOSURE,
ASHAPURMIN,BL,-,17/09/2010,24/09/2010,15/09/2010,-,-,ANNUAL BOOK CLOSURE,
ASHAPURMIN,EQ,-,17/09/2009,22/09/2009,15/09/2009,-,-,Annual General Meeting,
ASHAPURMIN,BL,-,17/09/2009,22/09/2009,15/09/2009,-,-,Annual General Meeting,
ASHAPURMIN,BT,-,17/09/2009,22/09/2009,10/09/2009,10/09/2009,16/09/2009,Annual General Meeting,
ASHAPURMIN,BE,-,17/09/2009,22/09/2009,15/09/2009,-,-,Annual General Meeting,
ASHAPURMIN,BT,19/10/2007,-,-,12/10/2007,12/10/2007,18/10/2007,BONUS 1:1,
ASHAPURMIN,EQ,19/10/2007,-,-,18/10/2007,-,-,BONUS 1:1,
ASHAPURMIN,BL,19/10/2007,-,-,18/10/2007,-,-,BONUS 1:1,
ASHCO,BE,-,10/12/2009,10/12/2009,08/12/2009,-,-,AGM/FV SPL RS.10 TO RE.1,
ASHCO,EQ,-,10/12/2009,10/12/2009,08/12/2009,-,-,AGM/FV SPL RS.10 TO RE.1,
ASHCO,BT,-,10/12/2009,10/12/2009,03/12/2009,03/12/2009,09/12/2009,AGM/FV SPL RS.10 TO RE.1,
ASHCO,BL,-,10/12/2009,10/12/2009,08/12/2009,-,-,AGM/FV SPL RS.10 TO RE.1,
ASHCO,BE,-,29/12/2008,30/12/2008,24/12/2008,-,-,Annual General Meeting,
ASHCO,EQ,-,29/12/2008,30/12/2008,24/12/2008,-,-,Annual General Meeting,
ASHCO,BT,-,29/12/2008,30/12/2008,19/12/2008,19/12/2008,26/12/2008,Annual General Meeting,
ASHCO,BL,-,29/12/2008,30/12/2008,24/12/2008,-,-,Annual General Meeting,
ASHCO,BT,31/10/2007,-,-,24/10/2007,24/10/2007,30/10/2007,INTERIM DIVIDEND-10%,
ASHCO,EQ,31/10/2007,-,-,30/10/2007,-,-,INTERIM DIVIDEND-10%,
ASHCO,BL,31/10/2007,-,-,30/10/2007,-,-,INTERIM DIVIDEND-10%,
ASHIMASYN,BT,-,23/06/2006,29/06/2006,21/06/2006,-,-,AGM,
ASHIMASYN,BT,-,25/06/2005,29/06/2005,23/06/2005,-,-,AGM,
ASHIMASYN,BL,-,23/06/2006,29/06/2006,21/06/2006,-,-,AGM,
ASHIMASYN,BE,-,23/06/2006,29/06/2006,21/06/2006,-,-,AGM,
ASHIMASYN,EQ,-,25/06/2005,29/06/2005,23/06/2005,-,-,AGM,
ASHIMASYN,EQ,-,23/06/2006,29/06/2006,21/06/2006,-,-,AGM,
ASHIMASYN,BL,-,23/06/2007,29/06/2007,21/06/2007,-,-,AGM,
ASHIMASYN,BT,-,23/06/2007,29/06/2007,18/06/2007,18/06/2007,22/06/2007,AGM,
ASHIMASYN,EQ,-,23/06/2007,29/06/2007,21/06/2007,-,-,AGM,
ASHIMASYN,BE,-,25/06/2005,29/06/2005,23/06/2005,-,-,AGM,
ASHIMASYN,BE,-,23/06/2010,29/06/2010,21/06/2010,-,-,ANNUAL GENERAL MEETING,
ASHIMASYN,BT,-,23/06/2010,29/06/2010,16/06/2010,16/06/2010,22/06/2010,ANNUAL GENERAL MEETING,
ASHIMASYN,BL,-,23/06/2010,29/06/2010,21/06/2010,-,-,ANNUAL GENERAL MEETING,
ASHIMASYN,EQ,-,23/06/2010,29/06/2010,21/06/2010,-,-,ANNUAL GENERAL MEETING,
ASHIMASYN,BE,-,23/06/2008,29/06/2008,19/06/2008,-,-,ANNUAL GENERAL MEETING,
ASHIMASYN,BT,-,23/06/2008,29/06/2008,16/06/2008,16/06/2008,20/06/2008,ANNUAL GENERAL MEETING,
ASHIMASYN,EQ,-,23/06/2008,29/06/2008,19/06/2008,-,-,ANNUAL GENERAL MEETING,
ASHIMASYN,BL,-,23/06/2008,29/06/2008,19/06/2008,-,-,ANNUAL GENERAL MEETING,
ASHIMASYN,EQ,-,23/06/2009,29/06/2009,19/06/2009,-,-,Annual General Meeting,
ASHIMASYN,BL,-,23/06/2009,29/06/2009,19/06/2009,-,-,Annual General Meeting,
ASHIMASYN,BT,-,23/06/2009,29/06/2009,16/06/2009,16/06/2009,22/06/2009,Annual General Meeting,
ASHIMASYN,BE,-,23/06/2009,29/06/2009,19/06/2009,-,-,Annual General Meeting,
ASHKLEYFIN,BT,-,16/07/2002,25/07/2002,11/07/2002,-,-,AGM/DIVIDEND-30%,
ASHKLEYFIN,EQ,-,16/07/2002,25/07/2002,11/07/2002,-,-,AGM/DIVIDEND-30%,
ASHKLEYFIN,EQ,-,16/07/2003,22/07/2003,14/07/2003,-,-,DIVIDEND-50%,
ASHKLEYFIN,BT,-,16/07/2003,22/07/2003,14/07/2003,-,-,DIVIDEND-50%,
ASHOKLEY,BL,-,18/07/2007,20/07/2007,16/07/2007,-,-,AGM,
ASHOKLEY,BT,-,18/07/2007,20/07/2007,11/07/2007,11/07/2007,17/07/2007,AGM,
ASHOKLEY,EQ,-,18/07/2007,20/07/2007,16/07/2007,-,-,AGM,
ASHOKLEY,BE,-,16/07/2009,28/07/2009,14/07/2009,-,-,AGM/DIV-RE.1/- PER SHARE,
ASHOKLEY,BT,-,16/07/2009,28/07/2009,09/07/2009,09/07/2009,15/07/2009,AGM/DIV-RE.1/- PER SHARE,
ASHOKLEY,EQ,-,16/07/2009,28/07/2009,14/07/2009,-,-,AGM/DIV-RE.1/- PER SHARE,
ASHOKLEY,BL,-,16/07/2009,28/07/2009,14/07/2009,-,-,AGM/DIV-RE.1/- PER SHARE,
ASHOKLEY,EQ,-,18/07/2008,30/07/2008,16/07/2008,-,-,AGM/DIVIDEND - 150%,
ASHOKLEY,BE,-,18/07/2008,30/07/2008,16/07/2008,-,-,AGM/DIVIDEND - 150%,
ASHOKLEY,BL,-,18/07/2008,30/07/2008,16/07/2008,-,-,AGM/DIVIDEND - 150%,
ASHOKLEY,BT,-,18/07/2008,30/07/2008,11/07/2008,11/07/2008,17/07/2008,AGM/DIVIDEND - 150%,
ASHOKLEY,BT,-,09/07/2005,26/07/2005,07/07/2005,-,-,AGM/DIVIDEND-100%,
ASHOKLEY,EQ,-,09/07/2005,26/07/2005,07/07/2005,-,-,AGM/DIVIDEND-100%,
ASHOKLEY,EQ,-,14/07/2006,01/08/2006,12/07/2006,-,-,AGM/DIVIDEND-120%,
ASHOKLEY,BT,-,14/07/2006,01/08/2006,12/07/2006,-,-,AGM/DIVIDEND-120%,
ASHOKLEY,BL,-,14/07/2006,01/08/2006,12/07/2006,-,-,AGM/DIVIDEND-120%,
ASHOKLEY,BE,-,03/07/2001,24/07/2001,20/06/2001,20/06/2001,29/06/2001,AGM/DIVIDEND-40%,
ASHOKLEY,EQ,-,20/07/2010,27/07/2010,16/07/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.1.50 PER SHARE,
ASHOKLEY,BT,-,20/07/2010,27/07/2010,13/07/2010,13/07/2010,19/07/2010,ANNUAL GENERAL MEETING AND DIVIDEND RS.1.50 PER SHARE,
ASHOKLEY,BL,-,20/07/2010,27/07/2010,16/07/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.1.50 PER SHARE,
ASHOKLEY,BE,-,20/07/2010,27/07/2010,16/07/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.1.50 PER SHARE,
ASHOKLEY,BT,-,01/07/2011,02/07/2011,24/06/2011,24/06/2011,30/06/2011,ANNUAL GENERAL MEETING AND DIVIDEND RS.2/- PER SHARE,
ASHOKLEY,BL,-,01/07/2011,02/07/2011,29/06/2011,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.2/- PER SHARE,
ASHOKLEY,EQ,-,01/07/2011,02/07/2011,29/06/2011,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.2/- PER SHARE,
ASHOKLEY,BE,-,01/07/2011,02/07/2011,29/06/2011,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.2/- PER SHARE,
ASHOKLEY,EQ,29/03/2007,-,-,28/03/2007,-,-,INTERIM DIVIDEND-150%    PURPOSE REVISED,
ASHOKLEY,BT,29/03/2007,-,-,21/03/2007,21/03/2007,28/03/2007,INTERIM DIVIDEND-150%    PURPOSE REVISED,
ASHOKLEY,BL,29/03/2007,-,-,28/03/2007,-,-,INTERIM DIVIDEND-150%    PURPOSE REVISED,
ASIANELEC,BE,-,27/08/2001,06/09/2001,13/08/2001,13/08/2001,17/08/2001,AGM/DIVIDEND-10%,
ASIANELEC,EQ,-,12/09/2005,26/09/2005,08/09/2005,-,-,AGM/DIVIDEND-18%,
ASIANELEC,BT,-,12/09/2005,26/09/2005,08/09/2005,-,-,AGM/DIVIDEND-18%,
ASIANELEC,BE,-,12/09/2005,26/09/2005,08/09/2005,-,-,AGM/DIVIDEND-18%,
ASIANELEC,BL,-,14/12/2006,23/12/2006,12/12/2006,-,-,AGM/DIVIDEND-25%,
ASIANELEC,EQ,-,14/12/2006,23/12/2006,12/12/2006,-,-,AGM/DIVIDEND-25%,
ASIANELEC,BT,-,14/12/2006,23/12/2006,07/12/2006,07/12/2006,13/12/2006,AGM/DIVIDEND-25%,
ASIANELEC,BL,-,18/09/2007,27/09/2007,14/09/2007,-,-,AGM/DIVIDEND-45%,
ASIANELEC,BT,-,18/09/2007,27/09/2007,11/09/2007,11/09/2007,17/09/2007,AGM/DIVIDEND-45%,
ASIANELEC,EQ,-,18/09/2007,27/09/2007,14/09/2007,-,-,AGM/DIVIDEND-45%,
ASIANELEC,BL,-,15/09/2010,21/09/2010,13/09/2010,-,-,ANNUAL GENERAL MEETING,
ASIANELEC,EQ,-,15/09/2010,21/09/2010,13/09/2010,-,-,ANNUAL GENERAL MEETING,
ASIANELEC,BT,-,15/09/2010,21/09/2010,07/09/2010,07/09/2010,14/09/2010,ANNUAL GENERAL MEETING,
ASIANELEC,BE,-,15/09/2010,21/09/2010,13/09/2010,-,-,ANNUAL GENERAL MEETING,
ASIANELEC,BL,-,24/11/2008,29/11/2008,20/11/2008,-,-,Annual General Meeting,
ASIANELEC,BT,-,24/11/2008,29/11/2008,17/11/2008,17/11/2008,21/11/2008,Annual General Meeting,
ASIANELEC,BE,-,24/11/2008,29/11/2008,20/11/2008,-,-,Annual General Meeting,
ASIANELEC,EQ,-,24/09/2009,30/09/2009,22/09/2009,-,-,Annual General Meeting,
ASIANELEC,BL,-,24/09/2009,30/09/2009,22/09/2009,-,-,Annual General Meeting,
ASIANELEC,BT,-,24/09/2009,30/09/2009,16/09/2009,16/09/2009,23/09/2009,Annual General Meeting,
ASIANELEC,BE,-,24/09/2009,30/09/2009,22/09/2009,-,-,Annual General Meeting,
ASIANELEC,EQ,-,24/11/2008,29/11/2008,20/11/2008,-,-,Annual General Meeting,
ASIANELEC,BL,29/10/2007,-,-,22/10/2007,22/10/2007,26/10/2007,FV SPLIT RS.10/- TO RS.5/,
ASIANELEC,BT,29/10/2007,-,-,22/10/2007,22/10/2007,26/10/2007,FV SPLIT RS.10/- TO RS.5/,
ASIANELEC,EQ,29/10/2007,-,-,22/10/2007,22/10/2007,26/10/2007,FV SPLIT RS.10/- TO RS.5/,
ASIANHOTEL,BE,-,20/09/2008,24/09/2008,18/09/2008,-,-,AGM/DIVIDEND - 10%,
ASIANHOTEL,BT,-,20/09/2008,24/09/2008,15/09/2008,15/09/2008,19/09/2008,AGM/DIVIDEND - 10%,
ASIANHOTEL,BL,-,20/09/2008,24/09/2008,18/09/2008,-,-,AGM/DIVIDEND - 10%,
ASIANHOTEL,EQ,-,20/09/2008,24/09/2008,18/09/2008,-,-,AGM/DIVIDEND - 10%,
ASIANHOTEL,EQ,-,02/08/2005,06/08/2005,29/07/2005,-,-,AGM/DIVIDEND-60%,
ASIANHOTEL,BT,-,02/08/2005,06/08/2005,29/07/2005,-,-,AGM/DIVIDEND-60%,
ASIANHOTEL,BT,-,18/09/2007,21/09/2007,11/09/2007,11/09/2007,17/09/2007,AGM/FINAL DIVIDEND-20%,
ASIANHOTEL,BL,-,25/07/2006,29/07/2006,21/07/2006,-,-,AGM/FINAL DIVIDEND-20%,
ASIANHOTEL,EQ,-,18/09/2007,21/09/2007,14/09/2007,-,-,AGM/FINAL DIVIDEND-20%,
ASIANHOTEL,BT,-,25/07/2006,29/07/2006,21/07/2006,-,-,AGM/FINAL DIVIDEND-20%,
ASIANHOTEL,BL,-,18/09/2007,21/09/2007,14/09/2007,-,-,AGM/FINAL DIVIDEND-20%,
ASIANHOTEL,EQ,-,25/07/2006,29/07/2006,21/07/2006,-,-,AGM/FINAL DIVIDEND-20%,
ASIANHOTEL,EQ,21/06/2006,-,-,20/06/2006,-,-,INTERIM DIVIDEND-80%,
ASIANHOTEL,BL,21/06/2006,-,-,20/06/2006,-,-,INTERIM DIVIDEND-80%,
ASIANHOTEL,BT,21/06/2006,-,-,20/06/2006,-,-,INTERIM DIVIDEND-80%,
ASIANHOTNR,BE,-,24/09/2010,28/09/2010,22/09/2010,-,-,DIVIDEND-RS.5/- PER SHARE,
ASIANHOTNR,BT,-,24/09/2010,28/09/2010,17/09/2010,17/09/2010,23/09/2010,DIVIDEND-RS.5/- PER SHARE,
ASIANHOTNR,BL,-,24/09/2010,28/09/2010,22/09/2010,-,-,DIVIDEND-RS.5/- PER SHARE,
ASIANHOTNR,EQ,-,24/09/2010,28/09/2010,22/09/2010,-,-,DIVIDEND-RS.5/- PER SHARE,
ASIANPAINT,EQ,21/03/2007,-,-,20/03/2007,-,-,2ND INT DIV-RS6.50 PER SHPURPOSE REVISED,
ASIANPAINT,BL,21/03/2007,-,-,20/03/2007,-,-,2ND INT DIV-RS6.50 PER SHPURPOSE REVISED,
ASIANPAINT,BT,21/03/2007,-,-,13/03/2007,13/03/2007,20/03/2007,2ND INT DIV-RS6.50 PER SHPURPOSE REVISED,
ASIANPAINT,BL,-,19/06/2006,26/06/2006,15/06/2006,-,-,AGM/DIV FIN-55% + SPL-25%,
ASIANPAINT,EQ,-,19/06/2006,26/06/2006,15/06/2006,-,-,AGM/DIV FIN-55% + SPL-25%,
ASIANPAINT,BT,-,19/06/2006,26/06/2006,15/06/2006,-,-,AGM/DIV FIN-55% + SPL-25%,
ASIANPAINT,EQ,-,19/06/2009,26/06/2009,17/06/2009,-,-,AGM/DIV-RS.11/- PER SHARE,
ASIANPAINT,BL,-,19/06/2009,26/06/2009,17/06/2009,-,-,AGM/DIV-RS.11/- PER SHARE,
ASIANPAINT,BE,-,19/06/2009,26/06/2009,17/06/2009,-,-,AGM/DIV-RS.11/- PER SHARE,
ASIANPAINT,BT,-,19/06/2009,26/06/2009,12/06/2009,12/06/2009,18/06/2009,AGM/DIV-RS.11/- PER SHARE,
ASIANPAINT,BL,-,15/06/2007,26/06/2007,13/06/2007,-,-,AGM/DIVIDEND - 10%,
ASIANPAINT,BT,-,15/06/2007,26/06/2007,08/06/2007,08/06/2007,14/06/2007,AGM/DIVIDEND - 10%,
ASIANPAINT,EQ,-,15/06/2007,26/06/2007,13/06/2007,-,-,AGM/DIVIDEND - 10%,
ASIANPAINT,BE,-,14/06/2008,24/06/2008,12/06/2008,-,-,AGM/DIVIDEND - 105%,
ASIANPAINT,BL,-,14/06/2008,24/06/2008,12/06/2008,-,-,AGM/DIVIDEND - 105%,
ASIANPAINT,EQ,-,14/06/2008,24/06/2008,12/06/2008,-,-,AGM/DIVIDEND - 105%,
ASIANPAINT,BT,-,14/06/2008,24/06/2008,09/06/2008,09/06/2008,13/06/2008,AGM/DIVIDEND - 105%,
ASIANPAINT,EQ,-,24/06/2005,27/06/2005,22/06/2005,-,-,AGM/FINAL DIVIDEND-55%,
ASIANPAINT,BT,-,24/06/2005,27/06/2005,22/06/2005,-,-,AGM/FINAL DIVIDEND-55%,
ASIANPAINT,BL,-,03/07/2010,16/07/2010,30/06/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.18.50 PER SHARE,
