"","Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","Equity URL","Derivative URL","WDM URL","DEBT URL","RDM URL","SLBS URL"
"396","2002-01-31","Thu","Working Day","Working Day","-","31","JAN","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/JAN/cm31JAN2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/JAN/fo31JAN2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/JAN/wdmlist_3112002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"397","2002-02-01","Fri","Working Day","Working Day","-","1","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm1FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo1FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_122002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"398","2002-02-02","Sat","Holiday","Holiday","Weekend","2","FEB","2002","","","398","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"399","2002-02-03","Sun","Holiday","Holiday","Weekend","3","FEB","2002","","","399","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"400","2002-02-04","Mon","Working Day","Working Day","-","4","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm4FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo4FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_422002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"401","2002-02-05","Tue","Working Day","Working Day","-","5","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm5FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo5FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_522002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"402","2002-02-06","Wed","Working Day","Working Day","-","6","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm6FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo6FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_622002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"403","2002-02-07","Thu","Working Day","Working Day","-","7","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm7FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo7FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_722002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"404","2002-02-08","Fri","Working Day","Working Day","-","8","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm8FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo8FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_822002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"405","2002-02-09","Sat","Holiday","Holiday","Weekend","9","FEB","2002","","","405","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"406","2002-02-10","Sun","Holiday","Holiday","Weekend","10","FEB","2002","","","406","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"407","2002-02-11","Mon","Working Day","Working Day","-","11","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm11FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo11FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_1122002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"408","2002-02-12","Tue","Working Day","Working Day","-","12","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm12FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo12FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_1222002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"409","2002-02-13","Wed","Working Day","Working Day","-","13","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm13FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo13FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_1322002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"410","2002-02-14","Thu","Working Day","Working Day","-","14","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm14FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo14FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_1422002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"411","2002-02-15","Fri","Working Day","Working Day","-","15","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm15FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo15FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_1522002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"412","2002-02-16","Sat","Holiday","Holiday","Weekend","16","FEB","2002","","","412","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"413","2002-02-17","Sun","Holiday","Holiday","Weekend","17","FEB","2002","","","413","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"414","2002-02-18","Mon","Working Day","Working Day","-","18","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm18FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo18FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_1822002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"415","2002-02-19","Tue","Working Day","Working Day","-","19","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm19FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo19FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_1922002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"416","2002-02-20","Wed","Working Day","Working Day","-","20","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm20FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo20FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_2022002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"417","2002-02-21","Thu","Working Day","Working Day","-","21","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm21FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo21FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_2122002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"418","2002-02-22","Fri","Working Day","Working Day","-","22","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm22FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo22FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_2222002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"419","2002-02-23","Sat","Holiday","Holiday","Bakri-Id","23","FEB","2002","","","419","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"420","2002-02-24","Sun","Holiday","Holiday","Weekend","24","FEB","2002","","","420","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"421","2002-02-25","Mon","Working Day","Working Day","-","25","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm25FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo25FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_2522002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"422","2002-02-26","Tue","Working Day","Working Day","-","26","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm26FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo26FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_2622002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"423","2002-02-27","Wed","Working Day","Working Day","-","27","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm27FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo27FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_2722002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"424","2002-02-28","Thu","Working Day","Working Day","-","28","FEB","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/FEB/cm28FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/FEB/fo28FEB2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/FEB/wdmlist_2822002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"425","2002-03-01","Fri","Working Day","Working Day","-","1","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm1MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo1MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_132002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"426","2002-03-02","Sat","Holiday","Holiday","Weekend","2","MAR","2002","","","426","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"427","2002-03-03","Sun","Holiday","Holiday","Weekend","3","MAR","2002","","","427","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"428","2002-03-04","Mon","Working Day","Working Day","-","4","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm4MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo4MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_432002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"429","2002-03-05","Tue","Working Day","Working Day","-","5","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm5MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo5MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_532002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"430","2002-03-06","Wed","Working Day","Working Day","-","6","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm6MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo6MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_632002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"431","2002-03-07","Thu","Working Day","Working Day","-","7","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm7MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo7MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_732002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"432","2002-03-08","Fri","Working Day","Working Day","-","8","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm8MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo8MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_832002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"433","2002-03-09","Sat","Holiday","Holiday","Weekend","9","MAR","2002","","","433","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"434","2002-03-10","Sun","Holiday","Holiday","Weekend","10","MAR","2002","","","434","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"435","2002-03-11","Mon","Working Day","Working Day","-","11","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm11MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo11MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_1132002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"436","2002-03-12","Tue","Working Day","Working Day","-","12","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm12MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo12MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_1232002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"437","2002-03-13","Wed","Working Day","Working Day","-","13","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm13MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo13MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_1332002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"438","2002-03-14","Thu","Working Day","Working Day","-","14","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm14MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo14MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_1432002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"439","2002-03-15","Fri","Working Day","Working Day","-","15","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm15MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo15MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_1532002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"440","2002-03-16","Sat","Holiday","Holiday","Weekend","16","MAR","2002","","","440","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"441","2002-03-17","Sun","Holiday","Holiday","Weekend","17","MAR","2002","","","441","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"442","2002-03-18","Mon","Working Day","Working Day","-","18","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm18MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo18MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_1832002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"443","2002-03-19","Tue","Working Day","Working Day","-","19","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm19MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo19MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_1932002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"444","2002-03-20","Wed","Working Day","Working Day","-","20","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm20MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo20MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_2032002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"445","2002-03-21","Thu","Working Day","Working Day","-","21","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm21MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo21MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_2132002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"446","2002-03-22","Fri","Working Day","Working Day","-","22","MAR","2002","http://www.nseindia.com/content/historical/EQUITIES/2002/MAR/cm22MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2002/MAR/fo22MAR2002bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2002/MAR/wdmlist_2232002.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"447","2002-03-23","Sat","Holiday","Holiday","Weekend","23","MAR","2002","","","447","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"448","2002-03-24","Sun","Holiday","Holiday","Weekend","24","MAR","2002","","","448","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"449","2002-03-25","Mon","Holiday","Holiday","Moharram","25","MAR","2002","","","449","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
